sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__19-03-24,13,16,3,4,4,0.0,1.5249,2.1784,0.333333,OK,0.999906,0.004776,-0.012879,0.010228,0.366932,0.930191,0.009168,-0.930235,0.366849
plantview__langdon_4__19-03-24,14,15,1,12,12,1.1966,2.7445,3.5272,0.455255,OK,0.999946,0.008649,-0.005846,-0.005055,0.891073,0.453832,0.009134,-0.453777,0.891068
plantview__langdon_4__19-03-24,14,16,2,8,8,0.8322,2.0371,2.8597,0.36386,OK,0.999656,0.023297,-0.012047,-0.008129,0.711925,0.702209,0.024936,-0.701869,0.711869
plantview__langdon_4__19-03-24,14,17,3,4,4,0.8001,1.1982,1.3156,0.185178,OK,0.99959,0.024078,-0.015509,-0.017161,0.937065,0.348733,0.022929,-0.348324,0.937094
plantview__langdon_4__19-03-24,15,16,1,12,12,0.8097,1.6041,2.6955,0.552576,OK,0.999742,0.021102,-0.008443,-0.017455,0.950778,0.309381,0.014556,-0.309153,0.950901
plantview__langdon_4__19-03-24,15,17,2,8,8,0.7725,1.5659,1.9203,0.376112,OK,0.999471,0.029318,-0.014053,-0.030368,0.996212,-0.081485,0.011611,0.081869,0.996575
plantview__langdon_4__19-03-24,15,18,3,4,4,0.0,0.5638,0.8055,0.333333,OK,0.999822,0.0027,-0.01865,-0.011738,0.863475,-0.504255,0.014743,0.504384,0.863353
plantview__langdon_4__19-03-24,16,17,1,12,12,0.0,2.2986,4.7967,1.0,OK,0.999976,0.006067,0.003428,-0.004381,0.929887,-0.36782,-0.005419,0.367796,0.929891
plantview__langdon_4__19-03-24,16,18,2,8,8,1.5797,2.6921,2.8767,0.258431,OK,0.999768,-0.014683,0.015755,0.021536,0.676793,-0.735859,0.000142,0.736027,0.676952
plantview__langdon_4__19-03-24,16,19,3,4,4,0.9201,1.8554,1.8619,0.173606,OK,0.999748,-0.007551,0.021136,0.022443,0.327066,-0.944735,0.000221,0.944971,0.327153
plantview__langdon_4__19-03-24,17,18,1,12,10,0.2689,3.1002,4.2957,0.788094,OK,0.99974,-0.019693,0.011533,0.022775,0.89323,-0.449024,-0.001459,0.449169,0.893445
plantview__langdon_4__19-03-24,17,19,2,8,8,1.2837,3.7019,4.1117,0.291927,OK,0.999757,-0.011624,0.018743,0.021892,0.626178,-0.779373,-0.002677,0.779594,0.62628
plantview__langdon_4__19-03-24,17,20,3,4,4,1.8234,3.0677,3.2601,0.118059,OK,0.957504,-0.062508,-0.281564,-0.240734,0.364458,-0.899565,0.158848,0.92912,0.333922
plantview__langdon_4__19-03-24,18,19,1,12,12,0.6145,1.4347,2.4214,0.619372,OK,0.999998,0.001435,-0.001223,-0.001809,0.912556,-0.408948,0.000529,0.408949,0.912557
plantview__langdon_4__19-03-24,18,20,2,8,7,0.264,1.2343,2.0309,0.527424,OK,0.95183,-0.053451,-0.301933,-0.161363,0.749993,-0.641461,0.260734,0.659282,0.705241
plantview__langdon_4__19-03-24,18,21,3,4,4,1.0354,1.3222,1.3821,0.163771,OK,0.951697,0.079733,-0.296505,-0.163368,0.949146,-0.269132,0.259968,0.304572,0.916326
plantview__langdon_4__19-03-24,19,20,1,12,11,0.7147,3.02,5.2386,0.58319,OK,0.951939,-0.054723,-0.301361,-0.038894,0.954348,-0.296155,0.303809,0.293643,0.906352
plantview__langdon_4__19-03-24,19,21,2,8,8,0.5135,2.1204,3.1287,0.440467,OK,0.951941,0.084071,-0.294517,-0.044034,0.989167,0.140035,0.303099,-0.120336,0.945331
plantview__langdon_4__19-03-24,19,22,3,4,4,0.9009,3.4473,4.1524,0.175354,OK,0.952019,0.197778,-0.233545,-0.048005,0.850183,0.524294,0.302249,-0.487927,0.818885
plantview__langdon_4__19-03-24,20,21,1,12,12,2.0324,2.9892,3.7548,0.329775,OK,0.999974,0.006831,0.002156,-0.007097,0.903874,0.427741,0.000973,-0.427745,0.903899
plantview__langdon_4__19-03-24,20,22,2,8,8,2.6264,3.326,3.7271,0.183838,OK,0.999932,0.008905,0.007592,-0.011619,0.678377,0.734622,0.001392,-0.73466,0.678434
plantview__langdon_4__19-03-24,20,23,3,4,4,1.0104,3.0461,3.4855,0.165808,OK,0.999571,0.029269,-0.000831,-0.007503,0.283471,0.958952,0.028303,-0.958534,0.283569
plantview__langdon_4__19-03-24,21,22,1,12,12,2.2663,3.9608,4.5695,0.306156,OK,0.999955,-0.000435,0.009462,-0.003013,0.932469,0.361236,-0.00898,-0.361249,0.932426
plantview__langdon_4__19-03-24,21,23,2,8,8,2.7656,4.0242,4.5143,0.17704,OK,0.999913,0.012318,-0.004794,-0.004762,0.674039,0.738681,0.012331,-0.738593,0.674038
plantview__langdon_4__19-03-24,21,24,3,4,4,3.028,4.0673,4.326,0.082754,OK,0.999828,0.011688,-0.01441,0.008145,0.421344,0.906864,0.016671,-0.906826,0.421176
plantview__langdon_4__19-03-24,22,23,1,12,9,0.5771,3.0223,3.2914,0.634058,OK,0.999719,0.017065,-0.016431,-0.007765,0.891333,0.453282,0.022381,-0.453027,0.891216
plantview__langdon_4__19-03-24,22,24,2,8,8,1.4158,2.0108,2.0392,0.275957,OK,0.999139,0.029603,-0.029079,-0.001701,0.7294,0.684085,0.041461,-0.683446,0.728822
plantview__langdon_4__19-03-24,22,25,3,4,4,1.0479,1.394,1.4539,0.162769,OK,0.999037,0.022712,-0.03755,-0.009472,0.947085,0.320843,0.04285,-0.320179,0.946388
plantview__langdon_4__19-03-24,23,24,1,12,12,0.8825,3.0755,4.3879,0.531209,OK,0.999775,0.015393,-0.014619,-0.010262,0.953268,0.301952,0.018583,-0.301734,0.953211
plantview__langdon_4__19-03-24,23,25,2,8,8,0.8544,1.7179,1.8845,0.35951,OK,0.999674,0.017538,-0.018556,-0.019116,0.995883,-0.088612,0.016925,0.088938,0.995893
plantview__langdon_4__19-03-24,23,26,3,4,4,1.0556,2.2435,2.5716,0.16216,OK,0.999833,-0.015083,-0.010321,0.008106,0.872123,-0.48922,0.01638,0.489054,0.8721
plantview__langdon_4__19-03-24,24,25,1,12,12,1.2154,2.9185,4.2859,0.451388,OK,0.999989,0.004616,-0.00059,-0.0045,0.926927,-0.375214,-0.001185,0.375213,0.926938
plantview__langdon_4__19-03-24,24,26,2,8,8,1.4047,3.4079,3.7242,0.277237,OK,0.999638,-0.020613,0.017306,0.026728,0.684755,-0.728283,0.003161,0.728482,0.685058
plantview__langdon_4__19-03-24,24,27,3,4,4,0.8451,1.966,2.0842,0.180655,OK,0.999874,-0.011862,0.010556,0.014021,0.347587,-0.937543,0.007453,0.937573,0.34771
plantview__langdon_4__19-03-24,25,26,1,12,12,1.3871,3.3912,4.0094,0.418913,OK,0.999531,-0.019861,0.023303,0.027884,0.90485,-0.424815,-0.012649,0.425266,0.90498
plantview__langdon_4__19-03-24,25,27,2,8,8,2.3835,3.6132,3.6529,0.197035,OK,0.999758,-0.004485,0.021531,0.019142,0.659523,-0.75144,-0.01083,0.751671,0.659449
plantview__langdon_4__19-03-24,25,28,3,4,4,0.8593,2.9593,3.491,0.179279,OK,0.957531,-0.053072,-0.283405,-0.23833,0.407515,-0.88155,0.162278,0.911655,0.37756
plantview__langdon_4__19-03-24,26,27,1,12,12,1.0516,2.0812,2.3338,0.487428,OK,0.999934,0.001284,-0.011439,-0.005705,0.918387,-0.395643,0.009998,0.395682,0.918333
plantview__langdon_4__19-03-24,26,28,2,8,8,1.5372,1.992,2.0838,0.262755,OK,0.947311,-0.062755,-0.314109,-0.160425,0.755818,-0.634825,0.277248,0.651767,0.705927
plantview__langdon_4__19-03-24,26,29,3,4,4,0.9526,1.6121,1.74,0.170711,OK,0.947496,0.075512,-0.310724,-0.163278,0.949741,-0.267081,0.274939,0.303793,0.912205
plantview__langdon_4__19-03-24,27,28,1,12,12,0.9674,2.5455,3.2506,0.50828,OK,0.950586,-0.061535,-0.304301,-0.035862,0.951836,-0.304504,0.308382,0.30037,0.902595
plantview__langdon_4__19-03-24,27,29,2,8,8,0.3069,1.9206,2.0519,0.510132,OK,0.951762,0.075076,-0.297511,-0.04188,0.992316,0.116429,0.303965,-0.098353,0.947593
plantview__langdon_4__19-03-24,27,30,3,4,3,0.0,1.1595,1.6564,0.333333,OK,0.952185,0.188233,-0.24065,-0.042622,0.861804,0.505447,0.302535,-0.471022,0.82862
plantview__langdon_4__19-03-24,28,29,1,12,12,1.1998,2.8939,3.1378,0.45458,OK,0.99998,0.00634,0.000493,-0.005969,0.909078,0.416582,0.002193,-0.416577,0.909098
plantview__langdon_4__19-03-24,28,30,2,8,8,1.6592,3.1053,3.4687,0.250703,OK,0.999921,0.012566,9.8e-05,-0.00856,0.675373,0.737427,0.0092,-0.737369,0.675427
plantview__langdon_4__19-03-24,28,31,3,4,4,0.0,2.779,3.97,0.333333,OK,0.999755,0.015582,0.015696,-0.019164,0.25602,0.966481,0.011042,-0.966546,0.256256
plantview__langdon_4__19-03-24,29,30,1,12,11,0.0513,1.5615,3.3575,0.951209,OK,0.99999,0.003113,0.003138,-0.004077,0.923785,0.38289,-0.001707,-0.382899,0.923789
plantview__langdon_4__19-03-24,29,31,2,8,8,0.0,3.046,3.1733,0.666667,OK,0.999836,-0.003851,0.017698,-0.011153,0.639049,0.769085,-0.014272,-0.769156,0.638901
plantview__langdon_4__19-03-24,29,32,3,4,3,0.3463,2.1562,2.7835,0.247587,OK,0.99991,0.008124,-0.0107,0.006565,0.399373,0.916765,0.011722,-0.916753,0.399283
plantview__langdon_4__19-03-24,30,31,1,12,12,2.0592,3.1836,3.4133,0.326882,OK,0.999923,-0.004716,0.0115,-0.001019,0.891026,0.453951,-0.012388,-0.453928,0.890952
plantview__langdon_4__19-03-24,30,32,2,8,8,1.3572,1.8927,1.9315,0.282827,OK,0.999635,0.021761,-0.01599,-0.005077,0.733009,0.6802,0.026523,-0.67987,0.732853
plantview__langdon_4__19-03-24,30,33,3,4,4,1.387,1.5901,1.5943,0.139648,OK,0.999569,0.022327,-0.019082,-0.015154,0.948603,0.316105,0.025159,-0.315679,0.948532
plantview__langdon_4__19-03-24,31,32,1,12,12,0.5791,1.5063,2.6438,0.633285,OK,0.999149,0.033112,-0.02461,-0.024796,0.95873,0.283235,0.032972,-0.282384,0.958735
plantview__langdon_4__19-03-24,31,33,2,8,8,0.0,1.1484,1.8479,0.666667,OK,0.999128,0.027308,-0.031595,-0.030369,0.994438,-0.100848,0.028665,0.10172,0.9944
plantview__langdon_4__19-03-24,31,34,3,4,4,0.6857,1.4996,1.5546,0.197742,OK,0.999515,-0.009389,-0.029706,-0.007165,0.858684,-0.512455,0.03032,0.512419,0.8582
plantview__langdon_4__19-03-24,32,33,1,12,12,0.4899,3.5494,4.9468,0.671186,OK,0.999985,0.004896,0.002292,-0.003687,0.927732,-0.373229,-0.003954,0.373215,0.927736
plantview__langdon_4__19-03-24,32,34,2,8,8,0.8608,2.6268,3.9493,0.358262,OK,0.999655,-0.018985,0.018143,0.026202,0.674818,-0.737519,0.001758,0.73774,0.675083
plantview__langdon_4__19-03-24,32,35,3,4,4,1.2128,2.9829,3.5023,0.150642,OK,0.999853,-0.008207,0.015081,0.016956,0.334029,-0.94241,0.002697,0.942527,0.334119
plantview__langdon_4__19-03-24,33,34,1,12,12,1.2025,2.0784,2.7267,0.454027,OK,0.999539,-0.025486,0.016524,0.030175,0.89531,-0.44442,-0.003467,0.444714,0.895666
plantview__langdon_4__19-03-24,33,35,2,8,8,0.7506,2.8917,3.5754,0.380831,OK,0.999636,-0.014583,0.022707,0.026729,0.650929,-0.758668,-0.003717,0.758998,0.651082
plantview__langdon_4__19-03-24,33,36,3,4,4,0.0,0.0,0.0,0.333333,OK,0.953173,-0.063808,-0.295619,-0.24854,0.391652,-0.88591,0.172308,0.917898,0.357453
plantview__langdon_4__19-03-24,34,35,1,12,12,0.8511,1.7744,2.1677,0.540212,OK,0.999972,0.001774,-0.007314,-0.00443,0.924363,-0.381489,0.006084,0.38151,0.924345
plantview__langdon_4__19-03-24,34,36,2,8,8,1.2725,1.7457,1.7988,0.293364,OK,0.945487,-0.054465,-0.321074,-0.167927,0.763194,-0.623968,0.279026,0.64387,0.712443
plantview__langdon_4__19-03-24,34,37,3,4,4,0.4659,0.832,0.9651,0.227391,OK,0.946977,0.082032,-0.310654,-0.167063,0.951596,-0.257982,0.274454,0.296201,0.914844
plantview__langdon_4__19-03-24,35,36,1,12,12,1.3605,2.651,3.5415,0.423643,OK,0.948912,-0.054957,-0.310719,-0.046742,0.949371,-0.310661,0.31206,0.309313,0.8983
plantview__langdon_4__19-03-24,35,37,2,8,8,0.8039,2.1487,2.5015,0.369571,OK,0.95305,0.082299,-0.291415,-0.050781,0.992168,0.114124,0.298525,-0.093967,0.949765
plantview__langdon_4__19-03-24,35,38,3,4,4,1.8145,2.3292,2.377,0.118433,OK,0.953701,0.189542,-0.233511,-0.050878,0.866903,0.495874,0.296421,-0.461035,0.83641
plantview__langdon_4__19-03-24,36,37,1,12,12,1.757,4.1108,5.2963,0.362708,OK,0.999976,0.005254,0.004509,-0.006675,0.904437,0.426554,-0.001837,-0.426574,0.904451
plantview__langdon_4__19-03-24,36,38,2,8,8,2.0761,3.828,4.9375,0.216727,OK,0.999977,0.006791,-0.000343,-0.004315,0.672644,0.739954,0.005256,-0.739935,0.672658
plantview__langdon_4__19-03-24,36,39,3,4,4,3.4281,4.3765,4.6116,0.075277,OK,0.999734,0.022572,0.004807,-0.010624,0.265199,0.964135,0.020487,-0.963929,0.265369
plantview__langdon_4__19-03-24,37,38,1,12,12,1.5664,3.0635,3.5275,0.389653,OK,0.999991,-0.000419,-0.004282,0.001997,0.926706,0.375783,0.003811,-0.375788,0.926698
plantview__langdon_4__19-03-24,37,39,2,8,8,2.6932,3.1505,3.4335,0.180511,OK,0.999921,0.012429,-0.001729,-0.006904,0.659897,0.751324,0.010479,-0.751253,0.659931
plantview__langdon_4__19-03-24,37,40,3,4,4,1.3213,3.1917,3.4269,0.143595,OK,0.999882,0.012958,-0.008299,0.002076,0.420755,0.907172,0.015247,-0.907082,0.420678
plantview__langdon_4__19-03-24,38,39,1,12,12,1.3843,2.0458,2.5486,0.419408,OK,0.999942,0.010497,0.002296,-0.010431,0.897062,0.441781,0.002578,-0.441779,0.89712
plantview__langdon_4__19-03-24,38,40,2,8,8,0.5339,1.3715,1.4782,0.434635,OK,0.999833,0.017815,-0.004177,-0.010328,0.737871,0.674863,0.015105,-0.674706,0.737932
plantview__langdon_4__19-03-24,38,41,3,4,4,0.9663,1.1709,1.2425,0.169527,OK,0.999839,0.017658,-0.003271,-0.015701,0.947931,0.318089,0.008717,-0.317986,0.948055
plantview__langdon_4__19-03-24,39,40,1,12,12,1.134,2.1668,3.5697,0.468594,OK,0.999885,0.012547,-0.008514,-0.009466,0.955164,0.295925,0.011846,-0.295811,0.955173
plantview__langdon_4__19-03-24,39,41,2,8,8,0.9496,1.8537,3.2266,0.341956,OK,0.999896,0.011966,-0.00808,-0.012665,0.995593,-0.092922,0.006932,0.093014,0.995641
plantview__langdon_4__19-03-24,39,42,3,4,4,0.0,2.6857,3.8367,0.333333,OK,0.999917,-0.011958,-0.004775,0.007972,0.866161,-0.499701,0.010111,0.499621,0.866185
plantview__langdon_4__19-03-24,40,41,1,12,9,0.2561,2.7588,3.9513,0.796123,OK,0.999988,-0.001006,0.004769,0.002765,0.922864,-0.385117,-0.004014,0.385125,0.922856
plantview__langdon_4__19-03-24,40,42,2,8,8,0.0,2.636,3.1206,0.666667,OK,0.999584,-0.021185,0.01956,0.028698,0.665173,-0.746138,0.002796,0.746389,0.665504
plantview__langdon_4__19-03-24,40,43,3,4,4,0.0,1.4271,2.0387,0.333333,OK,0.999012,-0.012157,0.042753,0.044384,0.324347,-0.944896,-0.00238,0.94586,0.324566
plantview__langdon_4__19-03-24,41,42,1,12,12,1.5038,3.799,4.9607,0.399389,OK,0.999593,-0.020347,0.019974,0.027057,0.897861,-0.439447,-0.008993,0.439809,0.898046
plantview__langdon_4__19-03-24,41,43,2,8,8,2.4098,3.946,4.7915,0.195512,OK,0.998702,-0.007801,0.050334,0.043132,0.655163,-0.754255,-0.027093,0.755447,0.654649
plantview__langdon_4__19-03-24,41,44,3,4,4,1.4915,2.7664,3.0707,0.133788,OK,0.953099,-0.05871,-0.296908,-0.250621,0.39688,-0.882993,0.169678,0.915991,0.363552
plantview__langdon_4__19-03-24,42,43,1,12,12,0.8767,1.8613,1.9012,0.53286,OK,0.999905,0.000919,0.013721,0.004445,0.922616,-0.385694,-0.013014,0.385718,0.922525
plantview__langdon_4__19-03-24,42,44,2,8,8,0.0,1.8099,1.8291,0.666667,OK,0.941576,-0.065126,-0.330443,-0.16742,0.760818,-0.626998,0.292241,0.645689,0.705465
plantview__langdon_4__19-03-24,42,45,3,4,4,0.0863,0.7562,1.0063,0.306842,OK,0.942587,0.079821,-0.324281,-0.17035,0.95011,-0.26129,0.287246,0.30153,0.909159
plantview__langdon_4__19-03-24,43,44,1,12,11,1.144,1.8727,3.4687,0.466426,OK,0.940366,-0.066964,-0.333507,-0.04043,0.951481,-0.305041,0.337752,0.300334,0.892033
plantview__langdon_4__19-03-24,43,45,2,8,8,1.3252,1.8672,2.052,0.286716,OK,0.946289,0.082029,-0.312744,-0.045981,0.991592,0.120956,0.320036,-0.100079,0.942105
plantview__langdon_4__19-03-24,43,46,3,4,4,0.0,1.0009,1.4298,0.333333,OK,0.949495,0.196277,-0.244817,-0.047826,0.861618,0.505298,0.310117,-0.468069,0.827489
plantview__langdon_4__19-03-24,44,45,1,12,12,1.3808,3.5997,6.5396,0.420028,OK,0.999969,0.007678,0.001621,-0.007642,0.905787,0.423664,0.001784,-0.423663,0.905818
plantview__langdon_4__19-03-24,44,46,2,8,8,2.2888,3.6354,3.8496,0.202709,OK,0.999946,0.009301,0.004587,-0.009625,0.667741,0.744331,0.00386,-0.744335,0.667795
plantview__langdon_4__19-03-24,44,47,3,4,4,3.1254,4.5608,4.8977,0.080801,OK,0.999604,0.023055,0.016125,-0.021756,0.269981,0.96262,0.01784,-0.96259,0.270375
plantview__langdon_4__19-03-24,45,46,1,12,12,1.3469,3.177,3.2098,0.426103,OK,0.999999,0.000517,0.001008,-0.000862,0.924698,0.380702,-0.000735,-0.380702,0.924697
plantview__langdon_4__19-03-24,45,47,2,8,8,0.0,3.8799,4.417,0.666667,OK,0.999905,0.013013,0.004436,-0.012002,0.66878,0.743364,0.006707,-0.743347,0.668872
plantview__langdon_4__19-03-24,45,48,3,4,4,0.0,2.4933,3.5619,0.333333,OK,0.999907,0.012722,0.004879,-0.009966,0.438651,0.898602,0.009292,-0.898567,0.438737
plantview__langdon_4__19-03-24,46,47,1,12,12,1.4586,2.0683,2.2137,0.406736,OK,0.999914,0.012526,0.003986,-0.013025,0.90316,0.429107,0.001775,-0.429122,0.903245
plantview__langdon_4__19-03-24,46,48,2,8,8,0.0,1.2702,1.8521,0.666667,OK,0.999845,0.01602,0.007255,-0.016765,0.743625,0.668386,0.005313,-0.668404,0.743779
plantview__langdon_4__19-03-24,46,49,3,4,4,0.9629,1.2148,1.3096,0.169814,OK,0.999734,0.022013,0.00689,-0.023058,0.94621,0.32273,0.000585,-0.322803,0.946466
plantview__langdon_4__19-03-24,47,48,1,12,12,0.4141,1.2627,2.8287,0.707185,OK,0.999941,0.010836,0.000783,-0.010591,0.956236,0.292403,0.00242,-0.292394,0.956295
plantview__langdon_4__19-03-24,47,49,2,8,7,0.4062,1.7284,3.67,0.474074,OK,0.999859,0.016806,-0.00045,-0.016778,0.995802,-0.089984,-0.001064,0.089979,0.995943
plantview__langdon_4__19-03-24,47,50,3,4,4,0.6026,2.8241,3.5179,0.207997,OK,0.999974,-0.006754,-0.002526,0.004594,0.866695,-0.498818,0.005558,0.498793,0.866703
plantview__langdon_4__19-03-24,48,49,1,12,12,1.1151,3.2357,4.8882,0.472784,OK,0.999991,0.0039,0.001431,-0.00311,0.931076,-0.364812,-0.002755,0.364804,0.93108
plantview__langdon_4__19-03-24,48,50,2,8,8,0.5979,3.5603,3.7,0.417217,OK,0.999615,-0.022688,0.015954,0.02718,0.68665,-0.72648,0.005528,0.726634,0.687002
plantview__langdon_4__19-03-24,48,51,3,4,4,1.5109,3.5541,3.7822,0.132754,OK,0.999157,-0.014608,0.038361,0.041048,0.354876,-0.934012,3.1e-05,0.934799,0.355176
plantview__langdon_4__19-03-24,49,50,1,12,12,0.6882,3.0003,3.336,0.592354,OK,0.999683,-0.023295,0.00957,0.025122,0.895795,-0.443756,0.001765,0.443856,0.896096
plantview__langdon_4__19-03-24,49,51,2,8,8,1.8143,3.6769,3.9618,0.236888,OK,0.999664,-0.010255,0.023792,0.024802,0.644276,-0.764391,-0.007489,0.764724,0.644314
plantview__langdon_4__19-03-24,49,52,3,4,3,0.3255,2.7921,3.7097,0.251476,OK,0.954628,-0.056448,-0.292402,-0.246804,0.399501,-0.882885,0.166652,0.914993,0.367444
plantview__langdon_4__19-03-24,50,51,1,12,12,0.0,1.4308,2.7227,1.0,OK,0.999983,0.005707,0.00112,-0.0048,0.91861,-0.395137,-0.003284,0.395125,0.918622
plantview__langdon_4__19-03-24,50,52,2,8,8,0.0,0.9881,1.7834,0.666667,OK,0.953791,-0.044887,-0.2971,-0.157096,0.768373,-0.620422,0.256132,0.638426,0.725816
plantview__langdon_4__19-03-24,50,53,3,4,4,0.4909,1.2237,1.3274,0.223581,OK,0.954461,0.078887,-0.287717,-0.156622,0.953314,-0.258189,0.253917,0.291494,0.922256
plantview__langdon_4__19-03-24,51,52,1,12,12,2.1256,3.5514,3.6796,0.319935,OK,0.95963,-0.050151,-0.276758,-0.031415,0.958707,-0.282654,0.279505,0.279938,0.918429
plantview__langdon_4__19-03-24,51,53,2,8,8,0.7159,2.3311,3.1453,0.388526,OK,0.963565,0.068768,-0.258483,-0.03304,0.989585,0.140108,0.265425,-0.126462,0.955802
plantview__langdon_4__19-03-24,51,54,3,4,3,1.0892,2.376,2.794,0.159553,OK,0.968763,0.152128,-0.195848,-0.030151,0.856133,0.515875,0.246151,-0.493855,0.833976
plantview__langdon_4__19-03-24,52,53,1,12,12,0.6971,2.9722,3.3225,0.589256,OK,0.999983,0.003832,0.004454,-0.005347,0.907762,0.419452,-0.002436,-0.419468,0.907767
plantview__langdon_4__19-03-24,52,54,2,8,8,2.3183,3.4382,4.3467,0.200905,OK,0.99997,0.003325,0.006975,-0.007389,0.675571,0.737258,-0.002261,-0.737287,0.675576
plantview__langdon_4__19-03-24,52,55,3,4,4,2.0661,3.6737,4.206,0.108715,OK,0.999779,0.018715,0.009605,-0.014604,0.288846,0.957264,0.015141,-0.957193,0.289055
plantview__langdon_4__19-03-24,53,54,1,12,12,0.0,2.7416,3.3924,1.0,OK,0.999999,-0.001192,0.000829,0.00079,0.926003,0.377515,-0.001218,-0.377514,0.926003
plantview__langdon_4__19-03-24,53,55,2,8,8,0.0569,3.1536,3.5905,0.630784,OK,0.999889,0.014804,-0.001397,-0.008977,0.675858,0.736977,0.011855,-0.736883,0.675916
plantview__langdon_4__19-03-24,53,56,3,4,4,0.1245,2.5435,3.5269,0.296428,OK,0.99993,0.009394,0.0072,-0.010657,0.44996,0.892985,0.005149,-0.892999,0.450029
plantview__langdon_4__19-03-24,54,55,1,12,12,0.989,1.9472,2.07,0.502766,OK,0.99991,0.013209,-0.002288,-0.011006,0.906313,0.422465,0.007654,-0.422401,0.906377
plantview__langdon_4__19-03-24,54,56,2,8,8,0.5693,1.404,1.8875,0.42481,OK,0.999861,0.014153,0.008783,-0.016443,0.754473,0.656125,0.002659,-0.656178,0.754601
plantview__langdon_4__19-03-24,54,57,3,4,4,0.5328,1.1824,1.3861,0.217471,OK,0.999805,0.017268,0.009619,-0.019432,0.94777,0.318363,-0.003619,-0.318488,0.94792
plantview__langdon_4__19-03-24,55,56,1,12,12,1.0013,1.8376,4.1621,0.499682,OK,0.999924,0.007082,0.01013,-0.009661,0.959025,0.283158,-0.00771,-0.283235,0.95902
plantview__langdon_4__19-03-24,55,57,2,8,7,0.5378,1.7514,3.0851,0.433526,OK,0.999815,0.013486,0.013694,-0.012244,0.996128,-0.087058,-0.014815,0.086874,0.996109
plantview__langdon_4__19-03-24,55,58,3,4,3,0.426,3.0701,4.0206,0.233747,OK,0.99999,0.00387,-0.002453,-0.004575,0.872102,-0.489302,0.000246,0.489308,0.872111
plantview__langdon_4__19-03-24,56,57,1,12,12,1.1936,4.1448,4.898,0.455868,OK,0.999988,-0.001401,0.004766,0.003034,0.931875,-0.362768,-0.003933,0.362778,0.931867
plantview__langdon_4__19-03-24,56,58,2,8,8,1.9923,3.7265,4.1477,0.222791,OK,0.999786,-0.019594,-0.006634,0.008621,0.686171,-0.727389,0.018804,0.727176,0.686193
plantview__langdon_4__19-03-24,56,59,3,4,4,1.7387,3.6372,3.7057,0.121712,OK,0.999603,-0.012116,0.025451,0.028122,0.367097,-0.929758,0.001922,0.930104,0.367292
plantview__langdon_4__19-03-24,57,58,1,12,12,2.5554,3.7246,3.9686,0.28126,OK,0.99949,-0.010767,-0.030076,-0.003688,0.896306,-0.443422,0.031731,0.443306,0.895808
plantview__langdon_4__19-03-24,57,59,2,8,8,2.5296,3.4586,3.6925,0.18888,OK,0.999851,-0.007492,0.015542,0.016573,0.667437,-0.744481,-0.004796,0.744628,0.667462
plantview__langdon_4__19-03-24,57,60,3,4,4,2.5888,3.1004,3.149,0.092883,OK,0.948009,-0.059461,-0.312641,-0.260893,0.417377,-0.870478,0.182248,0.906786,0.380164
plantview__langdon_4__19-03-24,58,59,1,12,12,1.6048,2.5068,2.5549,0.383905,OK,0.99842,0.011916,0.05491,0.009303,0.92871,-0.370691,-0.055412,0.370616,0.927132
plantview__langdon_4__19-03-24,58,60,2,8,8,1.3564,2.0944,2.7429,0.282923,OK,0.96686,-0.027497,-0.253821,-0.140357,0.773216,-0.618415,0.213263,0.633546,0.743733
plantview__langdon_4__19-03-24,58,61,3,4,4,1.131,1.6471,1.6961,0.156422,OK,0.968532,0.077916,-0.23638,-0.14252,0.952233,-0.270074,0.204045,0.295264,0.933373
plantview__langdon_4__19-03-24,59,60,1,12,12,1.4568,2.4481,2.9928,0.407039,OK,0.951302,-0.058373,-0.302683,-0.036676,0.953501,-0.299151,0.306071,0.295684,0.904926
plantview__langdon_4__19-03-24,59,61,2,8,8,0.2297,1.8876,1.957,0.542153,OK,0.954234,0.077304,-0.288898,-0.044001,0.991792,0.120052,0.295808,-0.101846,0.949803
plantview__langdon_4__19-03-24,59,62,3,4,3,0.1695,1.3726,1.8155,0.285021,OK,0.956953,0.174257,-0.23211,-0.036861,0.866201,0.498334,0.287892,-0.468327,0.835337
plantview__langdon_4__19-03-24,60,61,1,12,12,0.0,2.7614,3.6941,1.0,OK,0.999939,0.01091,0.00184,-0.010676,0.907705,0.419474,0.002906,-0.419468,0.907766
plantview__langdon_4__19-03-24,60,62,2,8,8,1.3184,3.0651,3.1056,0.287556,OK,0.999942,0.010107,0.003772,-0.009641,0.680341,0.732832,0.00484,-0.732826,0.680399
plantview__langdon_4__19-03-24,60,63,3,4,4,1.2247,2.7778,2.9185,0.149834,OK,0.99971,0.021604,0.010681,-0.01649,0.289933,0.956905,0.017576,-0.956803,0.290205
plantview__langdon_4__19-03-24,61,62,1,12,12,0.3114,2.6602,3.4025,0.762526,OK,0.999994,-0.002555,0.002406,0.001482,0.928862,0.370423,-0.003181,-0.370417,0.92886
plantview__langdon_4__19-03-24,61,63,2,8,5,0.1336,3.2284,3.6603,0.588111,OK,0.999975,0.007087,-0.00073,-0.004203,0.669546,0.742759,0.005753,-0.742737,0.669559
